,Company,Product Type,Production Year,Greenhouse Gas Emissions,Pollutants Emitted,Water Consumption,Energy Consumption,Waste Generation,Sales Revenue
433,Nike,Recycled Poly,2018,4550,23,4046,971,203,485415
434,Zara,Organic Cotton,2020,2685,9,4197,1095,262,530009
435,Adidas,Microfiber,2021,4902,20,6236,1084,175,545695
436,Forever 21,Wool,2019,3132,23,4301,734,225,425263
437,Nike,Synthetic Blend,2018,2407,19,4696,1084,191,439661
438,Forever 21,Nylon,2020,5754,9,5766,1369,192,579204
439,Urban Outfitters,Recycled Poly,2018,2629,19,4841,894,254,565257
440,Forever 21,Synthetic Blend,2020,4236,16,4392,750,250,569886
441,Forever 21,Linen,2019,2246,20,4015,1137,172,497214
442,Forever 21,Linen,2019,2594,9,4847,874,313,496496
443,Zara,Linen,2018,4326,21,5928,1200,319,489469
444,Zara,Wool,2022,4974,14,5519,1090,244,468911
445,Urban Outfitters,Polyester,2020,5402,23,5078,931,218,567913
446,Zara,Recycled Poly,2018,2502,20,7310,1254,255,574593
447,Adidas,Tencel,2018,4971,25,5714,1248,325,544472
448,Forever 21,Cotton,2021,4248,11,5617,1431,158,551622
449,Forever 21,Tencel,2022,3007,12,7888,1475,264,465319
450,Adidas,Cotton,2019,2833,10,5734,780,324,534135
451,Adidas,Wool,2019,3912,19,7730,1444,167,442813
452,Urban Outfitters,Tencel,2021,4471,17,6128,1169,153,583330
453,Forever 21,Tencel,2021,2721,22,4612,851,295,574123
454,Forever 21,Nylon,2018,2627,18,7553,1248,238,527712
455,Nike,Microfiber,2021,5675,10,4705,982,253,457710
456,Forever 21,Viscose,2021,2117,21,7643,1039,326,482279
457,Zara,Linen,2020,4851,9,5383,1010,229,493491
458,Urban Outfitters,Wool,2018,3667,13,5230,1461,263,504113
459,Nike,Microfiber,2022,2531,15,5809,916,254,546998
460,Forever 21,Organic Cotton,2018,3102,11,5274,1426,279,525744
461,Adidas,Tencel,2022,2037,14,4789,905,164,485402
462,Zara,Linen,2018,4752,15,5122,1077,268,552415
463,Urban Outfitters,Wool,2018,2050,16,5525,1200,302,536943
464,Adidas,Linen,2022,4665,20,4669,964,341,443695
465,Nike,Polyester,2021,2206,14,7497,1285,349,476182
466,Adidas,Wool,2019,3493,17,6668,1119,281,425256
467,Zara,Linen,2019,3218,9,4916,958,305,500074
468,Nike,Microfiber,2021,4656,23,5032,923,269,499205
469,Forever 21,Viscose,2021,2638,9,6095,1378,245,567182
470,Forever 21,Viscose,2020,4245,12,5973,765,236,492478
471,Nike,Synthetic Blend,2020,4247,15,4614,1229,345,482993
472,Zara,Viscose,2021,4418,13,6954,726,317,550383
473,Nike,Synthetic Blend,2021,5114,21,7017,736,299,569957
474,Adidas,Organic Cotton,2019,5697,20,6077,1007,193,592389
475,Forever 21,Recycled Poly,2020,2599,24,4524,1458,216,566546
476,Adidas,Wool,2020,2531,16,5455,928,340,500500
477,Urban Outfitters,Organic Cotton,2020,3934,18,5899,820,270,434071
478,Forever 21,Viscose,2022,2383,24,7643,899,278,451409
479,Urban Outfitters,Tencel,2020,5184,10,7566,854,185,472506
480,Nike,Microfiber,2022,5548,13,5295,1432,196,441184
481,Urban Outfitters,Organic Cotton,2019,4367,10,4019,1162,220,474888
482,Adidas,Viscose,2019,5810,11,4530,1329,261,586064
483,Urban Outfitters,Microfiber,2021,5710,21,4019,738,286,472275
484,Nike,Polyester,2020,3361,9,6771,704,310,485227
485,Adidas,Organic Cotton,2020,2856,12,5571,1215,300,500246
486,Adidas,Nylon,2018,4242,18,5867,1445,283,576334
487,Forever 21,Organic Cotton,2021,2896,19,7692,1201,241,469394
488,Adidas,Microfiber,2018,3671,16,6978,834,204,425744
489,Forever 21,Tencel,2019,2808,20,6912,1366,159,518354
490,Nike,Tencel,2022,2198,10,6711,810,317,425175
491,Zara,Nylon,2021,5439,21,4506,1260,214,544360
492,Adidas,Cotton,2018,4266,22,6710,803,319,556395
493,Nike,Viscose,2022,2923,22,7402,807,280,581925
494,Zara,Synthetic Blend,2018,2670,24,4813,1323,201,488942
495,Forever 21,Cotton,2020,5156,18,4656,740,290,550116
496,Adidas,Linen,2020,3721,9,4052,1387,172,448948
497,Forever 21,Wool,2021,3021,11,7192,1223,169,446552
498,Nike,Wool,2019,5541,18,5081,1175,162,446164
499,Adidas,Polyester,2020,4750,19,5744,1456,179,444903
500,Zara,Polyester,2019,3196,19,5464,1148,309,490335
501,Zara,Organic Cotton,2020,3298,12,5641,1109,266,491259
502,Urban Outfitters,Linen,2021,3166,12,4542,1412,335,435373
503,Adidas,Nylon,2021,5754,23,4742,1325,247,514004
504,Forever 21,Polyester,2019,5757,24,4462,1121,262,432051
505,Zara,Synthetic Blend,2020,1901,25,7143,1461,297,568114
506,Adidas,Wool,2020,2580,22,6710,1444,213,546334
507,Nike,Wool,2021,3017,10,4047,1358,190,552531
508,Urban Outfitters,Linen,2019,2413,24,5313,946,234,492917
509,Zara,Tencel,2019,4901,21,7346,940,170,540348
510,Urban Outfitters,Viscose,2021,2521,24,5831,1023,180,550383
511,Zara,Nylon,2021,5177,10,6282,1262,150,443827
512,Forever 21,Viscose,2020,5964,15,6681,1387,266,509352
513,Nike,Polyester,2019,5522,19,6294,1485,308,577273
514,Urban Outfitters,Wool,2020,5507,12,4399,1477,318,478129
515,Zara,Organic Cotton,2020,4191,25,5531,1418,177,432000
516,Adidas,Linen,2019,5152,12,5041,1325,200,469163
517,Zara,Microfiber,2019,5544,15,6935,1046,177,528650
518,Zara,Wool,2022,2809,23,5873,1374,300,552172
519,Adidas,Linen,2018,2197,22,7435,1299,273,553256
520,Adidas,Viscose,2019,2851,12,5586,1373,303,578901
521,Nike,Tencel,2021,5229,16,5120,1107,237,497115
522,Urban Outfitters,Recycled Poly,2019,5181,25,5224,1418,290,502289
523,Forever 21,Wool,2019,3445,15,6556,1431,224,599991
524,Nike,Wool,2019,3256,25,6222,1410,313,504510
525,Zara,Organic Cotton,2022,5735,22,6761,1465,286,494954
526,Urban Outfitters,Polyester,2022,2672,9,5560,848,163,595703
527,Zara,Cotton,2020,3118,18,6799,956,187,436261
528,Nike,Cotton,2022,2064,20,7334,1163,176,581509
529,Forever 21,Cotton,2022,4985,16,6092,1412,223,594193
530,Zara,Microfiber,2021,5212,19,7956,1265,163,423398
531,Nike,Cotton,2022,5429,16,7733,1348,330,589772
532,Nike,Viscose,2022,3409,15,5204,1159,195,598954
533,Zara,Recycled Poly,2019,2777,21,4166,1138,221,565908
534,Nike,Recycled Poly,2019,3889,9,5353,1177,331,460581
535,Zara,Recycled Poly,2020,2216,18,6009,1286,290,513869
536,Zara,Organic Cotton,2022,3601,14,6132,769,279,461778
537,Urban Outfitters,Tencel,2022,5104,11,5431,926,204,593889
538,Nike,Organic Cotton,2020,4204,15,7892,1470,308,559067
539,Urban Outfitters,Tencel,2018,2739,20,5825,946,314,580878
540,Forever 21,Cotton,2018,4429,21,7751,816,248,487263
541,Forever 21,Synthetic Blend,2018,4871,25,7288,1220,264,547612
542,Zara,Synthetic Blend,2019,4424,25,4337,798,192,561026
543,Forever 21,Polyester,2018,3526,15,7542,1401,258,447243
544,Adidas,Tencel,2021,2390,13,4097,1170,333,506957
545,Zara,Nylon,2018,2244,14,7253,957,292,438465
546,Forever 21,Cotton,2020,5139,21,5847,1345,253,533514
547,Nike,Polyester,2021,2769,9,6627,1437,308,436577
548,Forever 21,Polyester,2018,4730,25,4434,996,325,498997
549,Forever 21,Nylon,2020,5385,21,5618,1376,157,544253
550,Adidas,Tencel,2019,2917,21,7263,1258,225,586211
551,Adidas,Synthetic Blend,2020,1891,13,4504,742,151,570134
552,Forever 21,Microfiber,2022,2497,18,4860,1466,339,510138
553,Adidas,Microfiber,2022,2966,14,4753,926,307,486254
554,Adidas,Nylon,2019,2245,23,6640,1262,168,496192
555,Zara,Synthetic Blend,2018,3417,24,7897,1038,241,453610
556,Adidas,Nylon,2020,2371,15,5301,1197,265,506073
557,Forever 21,Wool,2020,3048,20,7308,1023,259,464207
558,Zara,Organic Cotton,2019,3614,22,5133,1068,184,598147
559,Nike,Linen,2021,5448,20,7173,1012,274,564617
560,Zara,Recycled Poly,2022,2471,17,7517,843,287,471493
561,Nike,Wool,2018,2417,9,7479,1219,311,428177
562,Forever 21,Viscose,2021,3542,10,6259,966,289,561473
563,Urban Outfitters,Wool,2019,4796,21,4914,1490,300,496283
564,Adidas,Linen,2022,5981,11,5625,1072,278,422776
565,Adidas,Viscose,2019,2949,23,4652,883,294,568324
566,Adidas,Linen,2020,2131,16,7118,1199,209,436478
567,Nike,Organic Cotton,2019,2150,15,6121,1069,249,543122
568,Urban Outfitters,Polyester,2018,4454,12,6882,1233,312,491695
569,Nike,Viscose,2022,3224,21,6677,1087,243,574056
570,Zara,Tencel,2020,4882,16,6115,1115,240,510448
571,Urban Outfitters,Linen,2022,1854,25,7612,842,262,463412
572,Adidas,Nylon,2022,4100,15,4615,891,190,514954
573,Forever 21,Nylon,2019,5196,19,6950,816,273,597007
574,Urban Outfitters,Linen,2019,3120,22,4091,949,161,453524
575,Forever 21,Viscose,2019,2903,25,4160,1286,187,434656
576,Adidas,Synthetic Blend,2019,5121,9,7598,1436,336,593472
577,Nike,Nylon,2019,5479,24,7552,1193,193,477504
578,Urban Outfitters,Viscose,2019,3289,25,5083,871,335,599723
579,Nike,Linen,2022,2363,16,5549,1094,183,448461
580,Zara,Cotton,2022,5931,22,7385,853,305,445244
581,Adidas,Linen,2022,2119,25,7081,820,173,546416
582,Adidas,Viscose,2022,1809,22,6138,1130,244,431387
583,Forever 21,Microfiber,2019,5749,21,5435,1303,339,571026
584,Zara,Microfiber,2019,3885,24,7136,938,171,494256
585,Forever 21,Tencel,2021,3911,15,4022,1426,340,421864
586,Forever 21,Tencel,2018,1858,21,6681,910,326,502811
587,Urban Outfitters,Organic Cotton,2018,3067,22,6668,1299,214,488498
588,Forever 21,Microfiber,2022,4795,17,6787,1106,343,473397
589,Urban Outfitters,Tencel,2022,5752,14,5516,1272,292,546814
590,Nike,Synthetic Blend,2022,4620,21,7013,841,318,451217
591,Adidas,Linen,2019,2621,15,6082,1110,236,564330
592,Forever 21,Wool,2018,3116,21,7950,1351,151,443878
593,Adidas,Linen,2022,5366,11,4262,969,206,517212
594,Zara,Viscose,2018,4948,21,6514,1371,283,495096
595,Forever 21,Polyester,2019,5849,23,4043,906,318,555830
596,Nike,Cotton,2018,5982,25,6860,937,307,464428
597,Zara,Organic Cotton,2019,1802,14,4355,982,349,524709
598,Nike,Wool,2021,5121,15,6120,715,338,437987
599,Zara,Tencel,2020,4651,20,7945,983,207,578954
600,Adidas,Linen,2021,1838,17,4716,1116,279,447909
601,Forever 21,Nylon,2022,4210,19,7878,819,281,487552
602,Forever 21,Viscose,2020,5427,21,6306,1195,347,483772
603,Nike,Linen,2021,2024,24,4476,964,167,520315
604,Adidas,Wool,2019,4386,22,7913,1061,282,560417
605,Zara,Synthetic Blend,2019,4153,11,5634,1389,341,509651
606,Zara,Tencel,2019,5703,19,5448,923,296,490536
607,Adidas,Wool,2019,5887,15,4961,1453,211,489574
608,Adidas,Cotton,2019,3845,20,4638,1497,177,451425
609,Zara,Wool,2021,1854,10,7473,1193,245,582704
610,Nike,Linen,2022,4050,24,4749,1482,280,493470
611,Urban Outfitters,Cotton,2022,2850,10,6153,1133,272,561759
612,Zara,Tencel,2020,5025,14,5872,823,328,555844
613,Urban Outfitters,Organic Cotton,2018,1896,15,5554,1294,175,505311
614,Nike,Viscose,2020,3333,17,4971,975,270,580716
615,Nike,Organic Cotton,2019,5885,22,4862,1129,329,517598
616,Nike,Microfiber,2020,5492,14,6340,834,297,599833
617,Adidas,Nylon,2020,3731,22,7507,1090,200,458232
618,Adidas,Linen,2018,3246,22,6046,837,311,555530
619,Forever 21,Organic Cotton,2021,4257,17,6302,1281,162,524438
620,Zara,Recycled Poly,2018,3565,17,5951,1344,174,537926
621,Nike,Synthetic Blend,2020,4751,17,5409,720,255,451781
622,Nike,Wool,2022,3429,14,7196,991,240,505220
623,Forever 21,Linen,2021,2442,21,6513,993,268,585599
624,Adidas,Recycled Poly,2020,5255,21,7477,773,170,462467
625,Nike,Cotton,2020,4395,18,6909,973,304,588989
626,Urban Outfitters,Synthetic Blend,2021,4775,25,7954,1161,255,463861
627,Adidas,Polyester,2019,3722,17,7852,1461,329,440988
628,Adidas,Recycled Poly,2021,2643,12,4261,1184,290,434110
629,Zara,Microfiber,2022,2481,12,5075,1332,189,442101
630,Urban Outfitters,Synthetic Blend,2019,3826,18,5815,1341,182,454413
631,Forever 21,Recycled Poly,2018,2087,20,7524,1033,271,542471
632,Forever 21,Synthetic Blend,2022,5444,13,7971,1414,288,466409
633,Forever 21,Viscose,2021,5363,25,6620,1354,286,501175
634,Nike,Linen,2022,3660,11,5809,1015,243,528056
635,Nike,Recycled Poly,2020,1886,9,6143,1476,184,510147
636,Nike,Linen,2022,1868,24,7878,1473,272,498541
637,Zara,Microfiber,2020,3694,9,6245,1082,198,527934
638,Forever 21,Microfiber,2021,3847,14,6928,1454,315,522163
639,Urban Outfitters,Cotton,2020,2448,22,6561,945,282,580750
640,Nike,Synthetic Blend,2022,4002,22,4770,770,196,455815
641,Nike,Nylon,2021,5509,17,6869,1337,275,469227
642,Nike,Polyester,2019,2206,9,4761,804,222,490567
643,Adidas,Linen,2018,3707,11,4617,715,276,476934
644,Nike,Microfiber,2020,5882,20,5899,1413,158,506572
645,Zara,Recycled Poly,2018,3983,21,4292,1256,270,467606
646,Adidas,Synthetic Blend,2021,1903,12,7991,1486,332,485263
647,Urban Outfitters,Linen,2019,2074,15,5887,1452,347,444631
648,Forever 21,Wool,2019,5673,21,6791,1019,232,461579
649,Zara,Tencel,2022,2800,17,5971,1353,226,472094
650,Nike,Polyester,2019,2725,16,6592,1144,233,423949
651,Adidas,Synthetic Blend,2022,2780,21,7232,948,152,431008
652,Forever 21,Linen,2022,3069,20,7157,791,213,461339
653,Urban Outfitters,Nylon,2022,4572,10,4244,1064,315,460348
654,Forever 21,Nylon,2019,5796,16,5297,1271,315,511047
655,Urban Outfitters,Cotton,2018,4894,20,6967,837,214,430351
656,Urban Outfitters,Linen,2022,4214,24,4777,1280,197,562506
657,Nike,Organic Cotton,2021,4055,14,4282,1243,189,537803
658,Nike,Synthetic Blend,2022,4807,23,4002,1494,313,552633
659,Urban Outfitters,Recycled Poly,2018,4782,16,5313,1438,166,592566
660,Forever 21,Microfiber,2019,5875,13,6511,989,232,527427
661,Nike,Nylon,2018,2346,10,7420,832,195,428198
662,Adidas,Nylon,2021,3369,12,4130,1284,314,521868
663,Urban Outfitters,Tencel,2022,3896,10,5500,926,305,438579
664,Zara,Cotton,2021,2455,23,7280,1354,165,514614
665,Forever 21,Microfiber,2020,2277,17,6166,741,337,438451
666,Nike,Nylon,2019,2595,12,6970,936,286,521012
667,Adidas,Cotton,2022,3837,14,6287,1467,292,528838
668,Zara,Wool,2022,4732,23,6877,1381,259,447289
669,Adidas,Recycled Poly,2022,5089,25,5382,1373,190,559958
670,Forever 21,Linen,2020,4381,19,7460,1080,255,586000
671,Urban Outfitters,Organic Cotton,2022,3771,15,5536,1484,290,486607
672,Nike,Linen,2021,5052,9,6974,735,222,576175
673,Zara,Tencel,2019,4272,9,5230,927,204,502550
674,Zara,Synthetic Blend,2022,5988,13,4386,738,267,513233
675,Adidas,Recycled Poly,2020,4807,16,4954,962,226,444092
676,Forever 21,Microfiber,2022,3581,11,6963,1032,273,465325
677,Urban Outfitters,Viscose,2018,4260,10,6993,1290,247,440572
678,Zara,Organic Cotton,2020,5357,22,7810,823,347,479432
679,Forever 21,Polyester,2021,2243,18,6147,742,231,561539
680,Forever 21,Recycled Poly,2020,5915,16,4627,751,322,522991
681,Urban Outfitters,Viscose,2022,5934,11,4909,1142,224,523369
682,Adidas,Recycled Poly,2020,2476,24,6340,1463,162,563694
683,Urban Outfitters,Synthetic Blend,2018,5064,25,5779,1492,328,454177
684,Adidas,Linen,2022,3422,24,5619,1367,296,471406
685,Forever 21,Viscose,2022,3817,16,4293,972,348,532739
686,Nike,Wool,2022,2533,12,6751,1123,258,515752
687,Nike,Cotton,2020,4622,9,7152,1012,193,511676
688,Forever 21,Linen,2022,2994,23,4183,939,201,599662
689,Nike,Recycled Poly,2018,2720,10,4995,1335,187,495414
690,Zara,Organic Cotton,2018,4299,23,5929,723,234,474790
691,Forever 21,Cotton,2019,3918,24,6551,1447,186,595180
692,Zara,Microfiber,2022,2156,17,4697,761,222,472611
693,Forever 21,Synthetic Blend,2018,5608,9,4272,1097,319,491122
694,Nike,Nylon,2018,4196,21,4946,1089,280,446110
695,Nike,Linen,2022,2521,14,4814,1212,267,566980
696,Zara,Polyester,2019,4297,19,6006,1102,340,461157
697,Zara,Organic Cotton,2020,4711,18,4967,1213,220,436255
698,Nike,Microfiber,2018,4095,16,4621,1049,250,592210
699,Adidas,Nylon,2021,3663,22,4984,1286,189,531795
700,Nike,Viscose,2020,5479,13,4846,1368,185,572313
701,Forever 21,Wool,2019,2931,18,6820,1422,284,455455
702,Urban Outfitters,Recycled Poly,2022,3094,19,4277,1270,286,451034
703,Adidas,Organic Cotton,2019,2041,19,7605,1123,255,499520
704,Urban Outfitters,Wool,2020,3044,15,4437,834,197,426867
705,Forever 21,Viscose,2020,3691,16,4945,1403,156,514178
706,Zara,Linen,2019,5915,24,6916,1365,245,468228
707,Urban Outfitters,Linen,2021,2926,14,4791,931,158,527109
708,Zara,Synthetic Blend,2021,3623,15,7103,909,166,466419
709,Urban Outfitters,Viscose,2021,4461,23,7635,952,259,526133
710,Zara,Viscose,2021,4363,21,6504,1460,296,575662
711,Forever 21,Tencel,2018,2695,23,5871,743,212,555974
712,Forever 21,Microfiber,2018,4973,25,7134,1345,162,469768
713,Nike,Linen,2021,4294,18,5889,870,258,497180
714,Forever 21,Polyester,2022,2965,23,7399,1361,265,443708
715,Forever 21,Nylon,2019,2908,21,5693,1031,265,426530
716,Adidas,Linen,2022,3454,23,4369,956,232,590020
717,Adidas,Nylon,2018,2735,23,6597,1071,171,557315
718,Urban Outfitters,Tencel,2022,3109,21,6254,1089,161,464796
719,Nike,Viscose,2019,3128,13,4732,1487,332,433450
720,Urban Outfitters,Synthetic Blend,2020,5455,18,6565,885,180,454490
721,Adidas,Polyester,2022,3873,9,5878,1209,277,562475
722,Zara,Viscose,2021,3748,15,6411,1375,271,538944
723,Urban Outfitters,Linen,2018,1853,16,7613,1260,221,582467
724,Forever 21,Cotton,2018,3314,13,4225,1368,239,429626
725,Adidas,Polyester,2022,4244,19,7769,789,162,448544
726,Urban Outfitters,Recycled Poly,2019,4129,14,7957,1166,341,571772
727,Nike,Polyester,2018,4251,19,5509,1088,167,532020
728,Forever 21,Nylon,2020,5656,13,4499,1411,220,506300
729,Forever 21,Microfiber,2022,3519,15,6506,759,177,569780
730,Forever 21,Nylon,2021,4152,22,6493,1024,216,557728
731,Forever 21,Viscose,2020,2862,24,6128,1446,311,550479
732,Urban Outfitters,Recycled Poly,2022,3706,18,4792,701,180,426287
733,Urban Outfitters,Wool,2018,3498,22,5695,746,235,511658
734,Forever 21,Wool,2019,1892,15,6826,988,215,437782
735,Nike,Synthetic Blend,2022,4453,9,4466,1402,235,509485
736,Urban Outfitters,Viscose,2022,2038,14,4794,1038,236,596284
737,Urban Outfitters,Linen,2018,2912,24,4636,1342,267,560762
738,Nike,Linen,2021,2258,25,5226,1278,335,597785
739,Nike,Tencel,2022,1953,15,6365,1401,234,512692
740,Zara,Recycled Poly,2020,2055,19,5536,1341,286,463507
741,Forever 21,Viscose,2021,3335,12,7541,1469,228,502444
742,Zara,Synthetic Blend,2021,2511,24,7592,943,245,538464
743,Nike,Cotton,2022,4276,14,4459,1083,350,429802
744,Adidas,Nylon,2021,5945,9,7272,1194,278,460390
745,Adidas,Organic Cotton,2021,4342,19,4586,1487,175,555304
746,Adidas,Cotton,2018,5563,21,6923,1234,179,421077
747,Nike,Polyester,2022,2513,19,5912,747,176,556466
748,Nike,Polyester,2022,4357,15,5314,905,199,495121
749,Nike,Tencel,2020,5413,12,5116,852,190,491732
750,Zara,Polyester,2022,2638,15,6222,1058,290,503488
751,Nike,Recycled Poly,2020,3805,14,4291,1018,306,508798
752,Forever 21,Linen,2018,2865,9,5928,1391,162,447768
753,Urban Outfitters,Polyester,2018,5293,21,4733,1421,302,575387
754,Urban Outfitters,Viscose,2020,4359,19,7348,902,332,595864
755,Forever 21,Nylon,2021,2879,11,7329,1415,269,445496
756,Urban Outfitters,Synthetic Blend,2021,5654,16,7880,929,186,581727
757,Nike,Organic Cotton,2021,3302,19,7230,1032,266,547796
758,Zara,Nylon,2021,2724,20,5960,1172,193,493992
759,Nike,Viscose,2022,2843,25,4421,1115,332,448044
760,Nike,Tencel,2018,4274,23,5641,1304,255,482541
761,Forever 21,Cotton,2022,3102,24,5572,767,237,474588
762,Forever 21,Microfiber,2021,4603,16,4708,1378,321,440419
763,Forever 21,Linen,2018,5592,19,6273,799,263,466182
764,Nike,Microfiber,2018,2690,21,5341,1206,315,593058
765,Zara,Nylon,2019,2938,9,7100,850,319,459116
766,Urban Outfitters,Tencel,2020,4994,23,4801,910,324,502994
767,Nike,Viscose,2020,5361,20,4365,1296,152,580298
768,Forever 21,Microfiber,2019,4209,10,5512,1262,163,420221
769,Forever 21,Organic Cotton,2018,4111,9,4963,1142,329,574707
770,Urban Outfitters,Wool,2020,4935,21,5562,1145,289,475369
771,Adidas,Linen,2019,3341,21,7454,1068,256,460440
772,Nike,Wool,2019,2900,9,4293,1363,154,457747
773,Urban Outfitters,Wool,2021,2912,11,4562,1357,256,539545
774,Forever 21,Microfiber,2022,3272,23,6086,1134,291,537976
775,Urban Outfitters,Organic Cotton,2019,3322,22,6476,707,297,550588
776,Adidas,Tencel,2020,5165,20,4137,738,295,546685
777,Nike,Nylon,2022,5744,11,4581,1447,337,557994
778,Nike,Linen,2022,2440,25,7645,1324,172,484285
779,Urban Outfitters,Wool,2018,4359,10,7701,1051,286,422826
780,Urban Outfitters,Linen,2022,5643,19,5724,1061,225,495814
781,Adidas,Polyester,2022,4290,17,4251,1344,271,571556
782,Adidas,Viscose,2018,4190,9,5174,1196,171,453245
783,Forever 21,Nylon,2020,3864,13,6522,987,220,487359
784,Zara,Nylon,2022,3230,13,6699,1157,244,465979
785,Nike,Cotton,2021,3281,25,7530,733,237,442125
786,Adidas,Viscose,2019,5862,22,7155,1092,210,593189
787,Urban Outfitters,Wool,2019,3527,20,4222,1357,217,450407
788,Zara,Recycled Poly,2021,5066,24,5234,1187,341,559597
789,Adidas,Microfiber,2021,5687,17,4594,1243,261,423109
790,Nike,Linen,2021,4386,25,6797,742,174,559275
791,Nike,Microfiber,2022,4033,19,5107,973,175,486936
792,Forever 21,Microfiber,2021,3780,15,6129,1045,323,467164
793,Nike,Tencel,2018,1869,11,4048,1121,175,557694
794,Zara,Wool,2021,4679,16,6970,990,214,470614
795,Zara,Polyester,2022,2553,10,7844,1308,318,476839
796,Forever 21,Wool,2018,2782,11,7507,1319,183,518555
797,Forever 21,Recycled Poly,2018,3309,17,5206,1178,319,439848
798,Urban Outfitters,Synthetic Blend,2021,4449,17,4663,1499,168,492689
799,Zara,Microfiber,2021,4525,10,5057,971,195,535494
800,Zara,Linen,2019,5016,14,6643,1203,177,457715
801,Forever 21,Microfiber,2019,2670,23,6930,965,176,429138
802,Zara,Nylon,2022,3852,23,4076,1209,188,591144
803,Zara,Polyester,2021,3982,13,6867,1037,250,570638
804,Zara,Tencel,2021,5716,22,5654,1445,349,438376
805,Forever 21,Cotton,2018,4949,24,4496,1280,287,514088
806,Nike,Wool,2020,5081,10,6589,1362,173,515775
